0,0
-10.000000,13.89247
8.000000,45.37474
-4.000000,25.27669
-2.000000,28.99544
22.000000,70.14511
-7.000000,19.50886
5.000000,41.70265
31.000000,87.27323
10.000000,49.94500
41.000000,108.11419
37.000000,98.60708
45.000000,112.79967
44.000000,109.83735
17.000000,63.13267
2.000000,34.72599
20.000000,68.66031
-5.000000,22.62582
6.000000,45.26339
11.000000,50.76877
15.000000,60.20008
7.000000,44.09435
1.000000,33.20580
4.000000,40.60394
28.000000,82.86802
9.000000,49.24054
19.000000,67.16195
18.000000,65.00421
47.000000,115.37554
29.000000,83.94558
36.000000,98.21979
